Id,Date,Polarity,Polarity_Variance,Subjectivity,Subjectivity_Variance,Crop_Name
3820,5/31/2016,0.16,,0.54,,rice
3823,5/31/2016,0.12,,0.27,,rice
3824,5/31/2016,0.07,,0.3,,rice
3827,5/26/2016,0.22,0.02,0.5,0.04,rice
3828,5/25/2016,0.16,,0.46,,rice
3829,5/24/2016,0.6,,0.95,,rice
3832,5/24/2016,0.25,,0.5,,rice
3834,5/24/2016,0.05,,0.32,,rice
3837,5/23/2016,-0.12,0.0,0.62,0.13,rice
3839,5/23/2016,0.3,0.06,0.64,0.03,rice
3840,5/23/2016,0.25,0.0,0.45,0.0,rice
3842,5/20/2016,0.29,0.01,0.59,0.0,rice
3851,5/18/2016,0.14,0.01,0.45,0.05,rice
3852,5/17/2016,0.17,,0.33,,rice
3864,05-12-2016,-0.25,,0.25,,rice
3866,05-12-2016,0.2,0.01,0.6,0.07,rice
3873,05-10-2016,0.16,,0.42,,rice
3876,05-09-2016,0.35,0.04,0.43,0.06,rice
3879,05-06-2016,-0.01,,0.37,,rice
3882,05-05-2016,0.11,,0.25,,rice
3883,05-04-2016,0.21,,0.52,,rice
3884,05-04-2016,0.04,,0.33,,rice
3886,05-04-2016,0.06,0.0,0.5,0.01,rice
3887,05-04-2016,0.25,0.01,0.35,0.02,rice
3891,05-03-2016,0.16,0.01,0.5,0.05,rice
3892,05-03-2016,-0.17,0.01,0.4,0.04,rice
3895,05-03-2016,0.0,,0.0,,rice
3898,05-02-2016,0.0,,0.0,,rice
3906,4/27/2016,-0.35,0.12,0.75,0.05,rice
3909,4/27/2016,0.07,,0.48,,rice
3917,4/25/2016,0.0,,0.27,,rice
3918,4/25/2016,0.6,0.18,0.9,0.41,rice
3921,4/21/2016,-0.25,0.02,0.56,0.03,rice
3923,4/20/2016,0.17,0.02,0.31,0.0,rice
3925,4/19/2016,1.0,0.21,0.42,0.01,rice
3930,4/15/2016,0.06,0.0,0.34,0.0,rice
3933,4/14/2016,0.0,,0.53,,rice
3934,4/13/2016,0.08,,0.36,,rice
3936,4/13/2016,0.17,0.02,0.45,0.0,rice
3937,04-12-2016,0.58,,0.32,,rice
3938,04-12-2016,0.06,0.0,0.63,0.13,rice
3942,04-08-2016,0.1,0.0,0.31,0.0,rice
3944,04-08-2016,0.0,,0.0,,rice
3949,04-06-2016,1.0,0.1,1.0,0.12,rice
3950,04-06-2016,0.16,0.01,0.54,0.05,rice
3954,04-04-2016,0.19,0.01,0.5,0.02,rice
3956,3/31/2016,0.22,0.04,0.5,0.01,rice
3958,3/31/2016,-0.16,0.01,0.34,0.06,rice
3963,3/30/2016,0.5,0.04,0.54,0.06,rice
3964,3/29/2016,0.1,0.0,0.58,0.03,rice
3967,3/26/2016,0.0,,0.0,,rice
3976,3/16/2016,0.04,,0.26,,rice
3982,03-07-2016,0.0,,0.0,,rice
3983,03-07-2016,0.25,0.01,0.5,0.04,rice
3984,03-05-2016,0.33,0.02,0.6,0.03,rice
3985,03-04-2016,0.15,,0.3,,rice
3987,03-04-2016,0.0,,0.3,,rice
3993,03-01-2016,0.0,,1.0,,rice
3996,2/29/2016,0.21,0.02,0.6,0.08,rice
3997,2/26/2016,0.09,,0.52,,rice
3998,2/26/2016,0.0,0.0,0.0,0.0,rice
3999,2/26/2016,-0.01,,0.82,,rice
4000,2/26/2016,0.0,0.0,0.75,0.15,rice
4001,2/25/2016,0.11,0.01,0.3,0.04,rice
4005,2/23/2016,0.12,0.0,0.32,0.03,rice
4006,2/19/2016,0.08,0.0,0.42,0.02,rice
4007,2/19/2016,0.55,0.04,0.75,0.07,rice
4008,2/19/2016,0.18,,0.36,,rice
4011,2/18/2016,0.06,,0.19,,rice
4012,2/17/2016,0.28,,0.62,,rice
4013,2/17/2016,0.1,0.0,0.39,0.03,rice
4017,2/15/2016,0.39,0.08,0.75,0.09,rice
4018,02-12-2016,0.0,0.0,0.25,0.03,rice
4019,02-11-2016,0.06,0.0,0.37,0.07,rice
4020,02-09-2016,0.13,0.0,0.54,0.05,rice
4021,02-09-2016,0.4,0.01,0.8,0.11,rice
4024,02-07-2016,-0.41,0.06,0.69,0.07,rice
4032,02-02-2016,-0.18,0.03,0.34,0.02,rice
4034,02-01-2016,0.4,0.04,0.4,0.01,rice
4037,1/28/2016,-0.2,0.01,0.76,0.08,rice
4038,1/27/2016,-0.15,0.0,0.47,0.01,rice
4048,1/14/2016,-0.06,0.0,0.5,0.04,rice
4062,01-06-2016,0.0,,0.0,,rice
4066,12/30/2015,0.36,,0.55,,rice
4073,12/18/2015,0.18,0.02,0.57,0.06,rice
4075,12/16/2015,0.35,,0.55,,rice
4076,12/16/2015,0.0,0.0,0.3,0.04,rice
4078,12/14/2015,0.27,0.02,0.5,0.04,rice
4079,12-11-2015,-0.17,0.01,0.7,0.05,rice
4080,12-11-2015,-0.1,,0.32,,rice
4082,12-10-2015,0.3,0.02,0.47,0.04,rice
4084,12-10-2015,0.04,,0.27,,rice
4086,12-09-2015,1.0,0.2,0.56,0.05,rice
4088,12-09-2015,0.14,,0.3,,rice
4092,12-07-2015,0.4,0.03,0.6,0.04,rice
4094,12-05-2015,0.38,0.06,0.66,0.12,rice
4095,12-04-2015,0.5,0.09,0.8,0.06,rice
4097,12-03-2015,0.01,0.0,0.44,0.06,rice
4098,12-03-2015,0.34,,0.53,,rice
4102,11/30/2015,0.12,,0.25,,rice
4104,11/24/2015,0.3,0.02,0.55,0.05,rice
4106,11/23/2015,0.28,,0.33,,rice
4107,11/20/2015,-0.37,0.04,0.75,0.1,rice
4110,11/19/2015,0.16,,0.34,,rice
4112,11/18/2015,-0.12,0.0,0.75,0.08,rice
4114,11/13/2015,0.07,,0.23,,rice
4119,11-11-2015,0.0,0.0,0.0,0.0,rice
4123,11-09-2015,-0.5,0.07,0.5,0.03,rice
4124,11-06-2015,0.25,0.03,0.5,0.12,rice
4125,11-05-2015,-0.17,0.01,0.17,0.01,rice
4126,11-05-2015,0.1,,1.0,,rice
4139,10/27/2015,0.39,0.03,0.74,0.06,rice
4143,10/26/2015,0.43,0.04,0.6,0.03,rice
4144,10/23/2015,0.05,,0.21,,rice
4146,10/22/2015,0.6,0.18,0.9,0.18,rice
4148,10/20/2015,-0.11,,0.33,,rice
4158,10/14/2015,-0.02,,0.67,,rice
4160,10/13/2015,0.0,0.0,0.43,0.09,rice
4161,10/13/2015,-0.03,0.0,0.47,0.07,rice
4169,10-07-2015,-0.25,,0.4,,rice
4170,10-07-2015,0.0,,0.0,,rice
4171,10-07-2015,-0.8,0.0,1.0,0.0,rice
4173,10-06-2015,-0.21,0.01,0.4,0.04,rice
4175,10-05-2015,0.25,,0.5,,rice
4176,10-05-2015,0.7,0.16,0.6,0.1,rice
4177,10-05-2015,0.17,,0.53,,rice
4178,10-05-2015,-0.11,,0.53,,rice
4181,10-01-2015,0.29,0.01,0.65,0.02,rice
4187,9/23/2015,0.05,,0.36,,rice
4193,9/21/2015,0.1,0.0,0.37,0.05,rice
4194,9/21/2015,0.35,0.03,0.62,0.07,rice
4198,09-09-2015,-0.15,,0.3,,rice
4202,09-03-2015,0.16,0.01,0.5,0.01,rice
4206,09-01-2015,-0.02,0.0,0.19,0.02,rice
4207,8/31/2015,0.19,0.01,0.5,0.01,rice
4212,8/27/2015,-0.3,0.04,0.6,0.18,rice
4214,8/26/2015,-0.8,,1.0,,rice
4217,8/21/2015,0.06,0.0,0.32,0.02,rice
4224,8/20/2015,-0.38,0.09,0.85,0.12,rice
4232,08-10-2015,0.15,0.02,0.38,0.0,rice
4236,08-06-2015,0.0,0.0,0.07,0.0,rice
4240,08-05-2015,0.0,,0.32,,rice
4243,08-03-2015,0.03,,0.33,,rice
4247,7/30/2015,0.45,0.07,0.53,0.04,rice
4249,7/23/2015,0.0,,0.0,,rice
4254,7/15/2015,0.12,,0.36,,rice
4255,7/14/2015,-0.03,0.0,0.4,0.03,rice
4260,07-10-2015,-0.31,0.05,0.69,0.09,rice
4262,07-06-2015,0.5,0.0,0.5,0.01,rice
4263,07-03-2015,0.2,,0.45,,rice
4267,07-01-2015,0.12,,0.17,,rice
4268,07-01-2015,1.0,0.25,1.0,0.25,rice
4272,6/29/2015,0.7,,0.6,,rice
4282,6/22/2015,0.27,,0.33,,rice
4286,6/18/2015,0.0,,0.0,,rice
4290,6/17/2015,-0.13,,0.39,,rice
4291,6/17/2015,0.35,0.04,0.59,0.12,rice
4292,6/17/2015,0.25,0.01,0.5,0.05,rice
4298,06-10-2015,0.15,0.01,0.3,0.03,rice
4303,06-04-2015,0.25,0.02,0.38,0.0,rice
4310,06-01-2015,0.32,0.02,0.5,0.07,rice
4311,5/29/2015,0.25,0.01,0.6,0.03,rice
4313,5/29/2015,0.08,0.0,0.43,0.0,rice
4314,5/29/2015,0.5,,0.5,,rice
4315,5/29/2015,0.23,0.02,0.72,0.11,rice
4321,5/28/2015,0.22,,0.34,,rice
4327,5/26/2015,0.25,,0.5,,rice
4328,5/26/2015,0.31,,0.52,,rice
4330,5/22/2015,0.16,0.03,0.54,0.03,rice
4331,5/22/2015,0.12,,0.53,,rice
4334,5/21/2015,0.07,,0.51,,rice
4336,5/20/2015,0.33,0.02,0.61,0.03,rice
4344,5/18/2015,0.28,,0.39,,rice
4349,5/18/2015,0.5,0.06,0.9,0.18,rice
4350,5/18/2015,-0.2,0.02,0.48,0.03,rice
4356,5/15/2015,0.13,0.0,0.81,0.07,rice
4362,5/13/2015,0.5,0.02,0.62,0.06,rice
4365,05-12-2015,0.38,0.02,0.7,0.08,rice
4368,05-12-2015,0.12,0.01,0.58,0.05,rice
4371,05-11-2015,0.14,,0.48,,rice
4374,05-07-2015,-0.8,0.09,1.0,0.14,rice
4375,05-07-2015,0.21,,0.36,,rice
4376,05-06-2015,0.12,,0.29,,rice
4377,05-06-2015,-0.45,0.05,0.7,0.04,rice
4384,05-04-2015,0.17,0.01,0.3,0.02,rice
4388,05-01-2015,0.25,0.01,0.33,0.02,rice
4390,05-01-2015,0.23,0.01,0.55,0.05,rice
4391,05-01-2015,0.0,,0.0,,rice
4394,4/30/2015,0.5,0.12,0.5,0.12,rice
4395,4/30/2015,0.23,0.01,0.42,0.0,rice
4396,4/29/2015,0.1,,0.37,,rice
4402,4/24/2015,0.13,0.0,0.53,0.03,rice
4405,4/24/2015,0.46,0.04,1.0,0.13,rice
4406,4/24/2015,0.24,0.01,0.73,0.09,rice
4407,4/23/2015,-0.15,,0.35,,rice
4412,4/22/2015,0.38,0.04,0.7,0.04,rice
4413,4/22/2015,0.33,0.02,0.72,0.05,rice
4414,4/22/2015,-0.06,0.0,0.19,0.0,rice
4416,4/21/2015,0.11,0.0,0.53,0.02,rice
4417,4/20/2015,0.2,,0.45,,rice
4421,4/17/2015,0.0,0.0,0.3,0.04,rice
4427,4/14/2015,0.35,0.03,0.65,0.1,rice
4431,04-10-2015,-0.02,,0.17,,rice
4432,04-09-2015,0.1,0.0,0.52,0.03,rice
4438,04-07-2015,0.0,,0.0,,rice
4439,04-06-2015,-0.12,,0.67,,rice
4440,04-06-2015,0.2,0.03,0.25,0.0,rice
4441,04-03-2015,-0.08,0.0,0.51,0.07,rice
4444,04-01-2015,0.47,0.03,0.73,0.06,rice
4446,3/31/2015,0.17,0.02,0.41,0.0,rice
4448,3/27/2015,0.5,0.05,0.54,0.05,rice
4449,3/25/2015,-0.16,,0.54,,rice
4450,3/24/2015,-0.08,,0.43,,rice
4457,3/17/2015,0.0,,0.0,,rice
4458,3/16/2015,-0.06,0.0,0.39,0.08,rice
4459,3/16/2015,0.7,0.05,0.6,0.06,rice
4460,03-12-2015,-0.04,,0.27,,rice
4461,03-11-2015,-0.16,0.02,0.3,0.0,rice
4465,03-10-2015,0.0,0.0,0.58,0.17,rice
4466,03-10-2015,0.2,0.07,0.2,0.0,rice
4471,03-03-2015,-0.32,0.03,0.95,0.05,rice
4472,03-03-2015,-0.18,,0.69,,rice
4475,2/27/2015,0.18,,0.11,,rice
4478,2/27/2015,-0.07,,0.38,,rice
4479,2/27/2015,-0.06,,0.54,,rice
4484,2/26/2015,0.57,,0.38,,rice
4485,2/26/2015,-0.02,0.0,0.41,0.0,rice
4487,2/25/2015,0.2,0.01,0.2,0.01,rice
4489,2/24/2015,-0.4,,0.5,,rice
4490,2/24/2015,0.33,0.14,0.76,0.02,rice
4493,2/20/2015,0.8,,0.9,,rice
4495,2/20/2015,0.0,0.0,0.0,0.0,rice
4496,2/19/2015,0.16,0.02,0.38,0.03,rice
4497,2/19/2015,0.19,0.02,0.74,0.14,rice
4498,2/19/2015,0.25,0.02,0.5,0.08,rice
4501,2/16/2015,0.06,0.0,0.5,0.06,rice
4502,2/13/2015,-0.3,0.03,0.47,0.04,rice
4504,02-11-2015,0.04,,0.4,,rice
4505,02-11-2015,0.7,0.24,0.6,0.18,rice
4508,02-10-2015,-0.18,,0.53,,rice
4511,02-09-2015,-0.3,,0.4,,rice
4513,02-05-2015,0.0,0.0,0.0,0.0,rice
4515,02-05-2015,0.23,,0.45,,rice
4516,02-05-2015,0.29,0.01,0.57,0.06,rice
4517,02-05-2015,-0.04,,0.55,,rice
4519,02-04-2015,-0.3,0.02,0.55,0.03,rice
4523,02-02-2015,0.05,0.0,0.28,0.0,rice
4524,02-02-2015,0.25,0.01,0.57,0.05,rice
4525,02-02-2015,0.54,0.04,0.64,0.03,rice
4526,1/30/2015,0.7,0.12,0.6,0.06,rice
4530,1/28/2015,0.08,,0.36,,rice
4531,1/28/2015,0.7,0.24,0.6,0.18,rice
4532,1/28/2015,0.0,0.0,0.0,0.0,rice
4533,1/28/2015,0.2,0.01,0.46,0.05,rice
4534,1/27/2015,-0.12,0.02,0.46,0.0,rice
4535,1/27/2015,-0.8,0.08,1.0,0.03,rice
4536,1/27/2015,0.3,0.05,0.29,0.01,rice
4537,1/27/2015,0.21,0.03,0.57,0.01,rice
4538,1/23/2015,0.3,0.04,0.59,0.06,rice
4543,1/21/2015,0.3,,0.2,,rice
4544,1/21/2015,-0.08,0.0,0.42,0.03,rice
4545,1/21/2015,0.09,0.0,0.46,0.0,rice
4547,1/19/2015,0.25,0.03,0.67,0.05,rice
4549,1/16/2015,0.18,0.01,0.56,0.07,rice
4553,1/14/2015,-0.28,0.02,0.73,0.05,rice
4555,1/14/2015,0.0,,0.0,,rice
4556,1/13/2015,0.14,0.0,0.57,0.05,rice
4559,01-12-2015,-0.75,0.53,1.0,0.07,rice
4562,01-08-2015,0.17,,0.32,,rice
4566,01-06-2015,-0.12,0.01,0.5,0.02,rice
4571,12/23/2014,1.0,0.25,0.36,0.0,rice
4575,12/18/2014,0.25,0.02,0.54,0.04,rice
4576,12/18/2014,0.17,0.05,0.67,0.04,rice
4577,12/17/2014,0.04,,0.46,,rice
4580,12/17/2014,0.08,,0.43,,rice
4581,12/16/2014,-0.19,0.02,0.37,0.02,rice
4583,12/16/2014,0.17,0.01,0.66,0.03,rice
4584,12/15/2014,0.7,0.04,0.74,0.05,rice
4585,12/15/2014,0.7,0.12,0.7,0.02,rice
4586,12-12-2014,0.47,0.11,0.27,0.04,rice
4587,12-11-2014,0.19,,0.33,,rice
4589,12-11-2014,0.3,0.01,1.0,0.09,rice
4591,12-10-2014,0.47,0.1,0.69,0.07,rice
4592,12-10-2014,-0.23,0.03,0.53,0.14,rice
4593,12-09-2014,0.05,,0.36,,rice
4594,12-09-2014,0.05,,0.56,,rice
4595,12-09-2014,-0.15,0.01,0.33,0.0,rice
4596,12-09-2014,0.8,0.13,0.83,0.1,rice
4597,12-09-2014,0.17,,0.32,,rice
4599,12-05-2014,0.47,0.07,0.71,0.02,rice
4601,12-04-2014,0.0,0.0,0.8,0.32,rice
4602,12-03-2014,0.03,0.0,0.5,0.07,rice
4603,12-03-2014,-0.7,0.08,1.0,0.06,rice
4605,12-02-2014,0.16,0.01,0.54,0.06,rice
4606,12-01-2014,0.13,0.02,0.52,0.02,rice
4608,11/25/2014,0.07,0.0,0.72,0.26,rice
4609,11/25/2014,0.5,0.08,0.9,0.12,rice
4610,11/25/2014,-0.31,0.02,0.69,0.05,rice
4611,11/24/2014,0.14,0.01,0.45,0.1,rice
4613,11/24/2014,0.13,,0.53,,rice
4614,11/24/2014,0.19,0.01,0.44,0.06,rice
4617,11/21/2014,0.0,,0.0,,rice
4621,11/19/2014,0.33,0.03,0.77,0.07,rice
4622,11/18/2014,0.35,0.05,0.62,0.03,rice
4624,11/17/2014,0.5,0.05,0.75,0.1,rice
4625,11/17/2014,0.15,,0.34,,rice
4626,11/14/2014,0.3,0.01,0.61,0.01,rice
4627,11/14/2014,0.08,,0.21,,rice
4628,11/14/2014,0.47,0.05,0.69,0.04,rice
4629,11/14/2014,0.7,0.1,0.6,0.06,rice
4630,11/13/2014,0.6,0.17,0.55,0.01,rice
4633,11-12-2014,0.32,0.03,0.51,0.01,rice
4636,11-11-2014,-0.7,0.1,1.0,0.09,rice
4637,11-11-2014,0.52,0.07,0.59,0.01,rice
4638,11-11-2014,0.17,0.01,0.49,0.02,rice
4641,11-11-2014,-0.8,0.06,1.0,0.13,rice
4642,11-11-2014,0.38,,0.7,,rice
4643,11-10-2014,0.5,0.06,0.5,0.06,rice
4645,11-07-2014,0.12,,0.65,,rice
4648,11-05-2014,0.1,,0.41,,rice
4651,11-05-2014,0.36,0.02,0.48,0.04,rice
4652,11-04-2014,-0.24,0.01,0.38,0.02,rice
4653,11-04-2014,-0.8,,1.0,,rice
4658,10/30/2014,0.06,0.0,0.75,0.12,rice
4659,10/30/2014,0.3,0.01,0.79,0.07,rice
4661,10/28/2014,0.3,,0.6,,rice
4662,10/27/2014,0.5,0.03,0.9,0.06,rice
4663,10/27/2014,-0.01,,0.42,,rice
4671,10/20/2014,0.7,,0.6,,rice
4672,10/17/2014,0.0,,0.0,,rice
4673,10/17/2014,0.5,0.08,0.15,0.01,rice
4675,10/17/2014,-0.22,0.02,0.75,0.07,rice
4678,10/16/2014,-0.29,0.04,0.54,0.15,rice
4679,10/16/2014,0.0,0.0,0.07,0.0,rice
4684,10/14/2014,-0.15,0.01,0.43,0.02,rice
4685,10/14/2014,0.12,,0.5,,rice
4689,10/13/2014,-0.32,0.01,0.4,0.03,rice
4690,10-10-2014,0.2,,0.34,,rice
4691,10-10-2014,-0.08,0.0,0.24,0.03,rice
4693,10-09-2014,0.3,0.02,0.94,0.12,rice
4702,10-02-2014,0.29,0.01,0.54,0.0,rice
4703,10-02-2014,-0.07,0.0,0.47,0.01,rice
4706,9/30/2014,0.2,,0.5,,rice
4712,9/26/2014,0.48,,0.75,,rice
4713,9/25/2014,-0.8,0.05,1.0,0.12,rice
4714,9/25/2014,0.4,,0.41,,rice
4715,9/23/2014,0.18,0.01,0.54,0.1,rice
4717,9/23/2014,0.35,0.01,0.65,0.03,rice
4718,9/23/2014,0.6,0.06,1.0,0.2,rice
4720,9/22/2014,-0.16,0.02,0.46,0.0,rice
4722,9/19/2014,0.23,,0.51,,rice
4727,9/15/2014,0.35,0.15,0.72,0.04,rice
4732,09-11-2014,-0.2,,0.34,,rice
4737,09-10-2014,0.42,0.13,0.72,0.17,rice
4738,09-09-2014,0.18,0.0,0.42,0.01,rice
4742,09-05-2014,0.06,0.0,0.32,0.03,rice
4743,09-05-2014,-0.8,0.1,1.0,0.15,rice
4748,09-02-2014,0.16,0.01,0.6,0.11,rice
4750,8/28/2014,0.08,0.0,0.39,0.05,rice
4753,8/26/2014,-0.25,0.01,0.9,0.13,rice
4755,8/25/2014,-0.4,0.04,1.0,0.09,rice
4759,8/20/2014,-0.3,0.02,0.51,0.04,rice
4761,8/19/2014,0.45,0.05,0.4,0.02,rice
4762,8/18/2014,0.06,,0.22,,rice
4765,8/15/2014,-0.26,0.02,0.5,0.02,rice
4767,8/13/2014,0.43,0.02,0.57,0.04,rice
4768,8/13/2014,0.25,0.01,0.5,0.06,rice
4769,08-11-2014,0.23,0.03,0.96,0.15,rice
4770,08-07-2014,0.03,,0.28,,rice
4779,08-04-2014,0.16,0.0,0.54,0.04,rice
4781,7/31/2014,-0.8,0.15,1.0,0.1,rice
4783,7/29/2014,0.11,,0.3,,rice
4784,7/29/2014,-0.8,0.06,1.0,0.11,rice
4786,7/29/2014,0.43,0.02,0.8,0.06,rice
4790,7/25/2014,0.22,0.01,1.0,0.14,rice
4793,7/25/2014,0.06,0.0,0.5,0.12,rice
4798,07-11-2014,0.29,,0.47,,rice
4799,07-11-2014,0.32,0.02,0.53,0.07,rice
4806,07-07-2014,0.5,0.06,0.45,0.01,rice
4810,6/30/2014,0.26,0.02,0.69,0.13,rice
4813,6/26/2014,0.0,,0.0,,rice
4815,6/25/2014,0.43,0.02,0.73,0.07,rice
4816,6/24/2014,0.45,,0.56,,rice
4822,6/18/2014,0.11,,0.48,,rice
4825,06-12-2014,-0.48,0.19,0.85,0.15,rice
4826,06-12-2014,0.34,,0.4,,rice
4827,06-11-2014,0.44,0.06,0.62,0.06,rice
4832,06-09-2014,0.47,0.14,0.57,0.02,rice
4834,06-09-2014,0.29,0.01,0.54,0.03,rice
4840,06-03-2014,0.25,0.03,0.75,0.08,rice
4841,06-03-2014,0.0,,0.0,,rice
4842,06-03-2014,-0.26,0.05,0.77,0.07,rice
4846,5/29/2014,-0.15,0.0,0.95,0.15,rice
4851,5/27/2014,0.27,0.02,0.53,0.08,rice
4858,5/21/2014,-0.3,0.04,0.54,0.05,rice
4871,5/14/2014,0.22,,0.5,,rice
4873,5/13/2014,0.3,,0.1,,rice
4879,05-09-2014,0.25,0.01,0.5,0.02,rice
4881,05-09-2014,0.35,0.02,0.69,0.04,rice
4883,05-07-2014,-0.15,0.01,0.51,0.0,rice
4884,05-07-2014,-0.16,0.01,0.64,0.03,rice
4887,05-06-2014,-0.19,,0.59,,rice
4897,4/30/2014,-0.06,0.0,0.46,0.05,rice
4899,4/25/2014,0.08,0.01,0.48,0.01,rice
4900,4/25/2014,0.0,,0.07,,rice
4909,4/21/2014,0.04,,0.23,,rice
4914,4/15/2014,0.11,0.01,0.35,0.01,rice
4922,04-09-2014,0.3,0.02,0.64,0.06,rice
4925,04-08-2014,0.13,,0.23,,rice
4931,04-02-2014,0.3,0.06,0.53,0.0,rice
4932,04-01-2014,0.85,0.12,0.65,0.0,rice
4933,04-01-2014,0.7,0.1,0.7,0.05,rice
4934,3/31/2014,0.7,0.13,0.6,0.08,rice
4937,3/26/2014,0.2,,0.4,,rice
4943,3/20/2014,-0.02,0.0,0.56,0.09,rice
4944,3/18/2014,0.12,,0.43,,rice
4947,3/13/2014,0.0,,0.0,,rice
4949,03-06-2014,0.0,,0.3,,rice
4950,03-06-2014,0.06,,0.48,,rice
4953,03-04-2014,-0.01,0.0,0.44,0.1,rice
4955,03-04-2014,0.0,,0.0,,rice
4959,2/28/2014,0.14,,0.47,,rice
4960,2/28/2014,0.14,0.0,0.45,0.01,rice
4961,2/28/2014,0.43,0.02,0.73,0.05,rice
4964,2/28/2014,-0.5,0.09,1.0,0.26,rice
4965,2/28/2014,0.4,0.05,0.8,0.07,rice
4966,2/28/2014,0.4,,0.73,,rice
4967,2/27/2014,0.07,,0.31,,rice
4973,2/25/2014,-0.12,0.01,0.36,0.03,rice
4975,2/24/2014,-0.1,,0.51,,rice
4976,2/21/2014,0.35,0.02,0.55,0.05,rice
4977,2/21/2014,0.06,0.0,0.41,0.03,rice
4978,2/20/2014,-0.05,0.0,0.37,0.01,rice
4979,2/20/2014,0.0,,0.3,,rice
4981,2/20/2014,0.25,0.01,0.4,0.02,rice
4982,2/20/2014,0.25,0.01,0.5,0.0,rice
4988,2/18/2014,0.31,0.01,0.54,0.01,rice
4989,2/17/2014,0.1,0.0,0.35,0.02,rice
4990,2/17/2014,0.3,0.02,0.65,0.05,rice
4992,2/14/2014,-0.27,0.02,0.52,0.04,rice
4993,2/13/2014,-0.33,0.03,0.73,0.09,rice
4994,2/13/2014,0.09,,0.47,,rice
4995,2/13/2014,-0.19,0.03,0.54,0.02,rice
5002,02-10-2014,-0.2,0.02,0.5,0.04,rice
5004,02-07-2014,1.0,,0.3,,rice
5007,02-06-2014,0.7,,0.6,,rice
5008,02-05-2014,0.35,0.05,0.35,0.0,rice
5011,02-05-2014,0.0,,0.0,,rice
5015,02-03-2014,-0.05,,0.37,,rice
5016,02-03-2014,0.0,,0.0,,rice
5017,02-03-2014,0.0,0.0,0.45,0.1,rice
5018,02-03-2014,0.5,0.14,0.5,0.0,rice
5019,02-03-2014,-0.36,,0.61,,rice
5021,1/31/2014,0.16,0.01,0.51,0.07,rice
5022,1/31/2014,0.6,0.04,1.0,0.14,rice
5025,1/31/2014,0.0,,0.0,,rice
5028,1/30/2014,-0.8,0.15,1.0,0.07,rice
5033,1/28/2014,-0.36,0.03,0.7,0.09,rice
5036,1/27/2014,-0.1,0.01,0.53,0.14,rice
5037,1/27/2014,-0.12,0.0,0.65,0.08,rice
5039,1/27/2014,0.05,,0.4,,rice
5040,1/27/2014,0.38,0.02,0.68,0.06,rice
5042,1/24/2014,-0.11,,0.35,,rice
5046,1/23/2014,-0.04,,0.18,,rice
5047,1/23/2014,-0.38,0.04,1.0,0.1,rice
5048,1/22/2014,-0.08,,0.17,,rice
5049,1/22/2014,0.12,,0.48,,rice
5055,1/20/2014,-0.27,0.03,0.65,0.02,rice
5059,1/17/2014,0.12,0.0,0.46,0.02,rice
5060,1/17/2014,-0.8,0.32,1.0,0.28,rice
5061,1/17/2014,-0.2,,0.31,,rice
5067,1/14/2014,0.0,,0.5,,rice
5071,01-09-2014,-0.33,0.01,0.73,0.11,rice
5072,01-08-2014,-0.2,0.02,0.57,0.06,rice
5076,12/26/2013,0.42,,0.53,,rice
5082,12/16/2013,0.15,,0.5,,rice
5084,12/16/2013,0.25,0.03,0.59,0.01,rice
5085,12/16/2013,-0.12,0.0,0.4,0.05,rice
5088,12-12-2013,0.25,0.01,0.41,0.0,rice
5090,12-12-2013,0.36,0.03,0.63,0.06,rice
5093,12-09-2013,-0.12,0.01,0.57,0.09,rice
5097,12-05-2013,-0.7,0.14,0.67,0.04,rice
5101,12-04-2013,0.13,0.01,0.53,0.0,rice
5102,12-04-2013,0.0,,0.3,,rice
5103,12-04-2013,0.4,0.08,0.7,0.07,rice
5104,12-04-2013,0.08,0.0,0.5,0.06,rice
5106,12-03-2013,0.5,0.06,0.54,0.06,rice
5107,12-03-2013,0.05,,0.35,,rice
5108,12-02-2013,0.25,0.03,0.38,0.0,rice
5109,12-02-2013,0.2,,0.47,,rice
5110,11/26/2013,0.55,,0.66,,rice
5111,11/26/2013,0.13,0.01,0.55,0.01,rice
5112,11/26/2013,0.43,0.03,0.75,0.1,rice
5113,11/26/2013,0.1,,0.29,,rice
5115,11/25/2013,0.21,0.0,0.45,0.0,rice
5116,11/25/2013,0.14,0.01,0.43,0.04,rice
5119,11/21/2013,-0.12,,0.29,,rice
5120,11/20/2013,-0.4,0.02,0.7,0.06,rice
5121,11/20/2013,0.16,0.01,0.54,0.03,rice
5122,11/19/2013,0.21,,0.65,,rice
5125,11/15/2013,0.08,,0.34,,rice
5126,11/14/2013,-0.3,0.03,0.4,0.02,rice
5127,11/14/2013,1.0,0.16,0.42,0.04,rice
5128,11/13/2013,-0.27,0.11,0.46,0.0,rice
5130,11-12-2013,0.16,,0.5,,rice
5136,11-06-2013,0.23,,0.48,,rice
5137,11-06-2013,-0.27,0.05,0.43,0.02,rice
5139,11-06-2013,0.33,0.03,0.62,0.11,rice
5141,11-06-2013,0.4,0.03,0.8,0.04,rice
5143,11-06-2013,-0.3,,0.65,,rice
5144,11-06-2013,0.11,,0.52,,rice
5146,11-05-2013,0.42,0.08,0.5,0.0,rice
5148,11-05-2013,0.01,,0.3,,rice
5150,11-01-2013,-0.4,0.04,1.0,0.05,rice
